Date,Open*,High,Low,Close**,Volume,Market Cap
"Jun 11, 2018",6799.29,6910.18,6706.63,6906.92,4745269760,118025877189
"Jun 10, 2018",7499.55,7499.55,6709.07,6786.02,5804839936,115948312827
"Jun 09, 2018",7632.52,7683.58,7531.98,7531.98,3845220096,128682085689
"Jun 08, 2018",7685.14,7698.19,7558.4,7624.92,4227579904,130256218613
"Jun 07, 2018",7650.82,7741.27,7650.82,7678.24,4485799936,131153169176
"Jun 06, 2018",7625.97,7680.43,7502.01,7653.98,4692259840,130725095161
"Jun 05, 2018",7500.9,7643.23,7397,7633.76,4961739776,130365918088
"Jun 04, 2018",7722.53,7753.82,7474.04,7514.47,4993169920,128312205314
"Jun 03, 2018",7632.09,7754.89,7613.04,7720.25,4851760128,131808021256
"Jun 02, 2018",7536.72,7695.83,7497.26,7643.45,4939299840,130481526036
"Jun 01, 2018",7500.7,7604.73,7407.34,7541.45,4921460224,128725854692
"May 31, 2018",7406.15,7608.9,7361.13,7494.17,5127130112,127902999390
"May 30, 2018",7469.73,7573.77,7313.6,7406.52,4922540032,126391893474
"May 29, 2018",7129.46,7526.42,7090.68,7472.59,5662660096,127502651064
"May 28, 2018",7371.31,7419.05,7100.89,7135.99,5040600064,121747389422
"May 27, 2018",7362.08,7381.74,7270.96,7368.22,4056519936,125695017596
"May 26, 2018",7486.48,7595.16,7349.12,7355.88,4051539968,125469061263
"May 25, 2018",7592.3,7659.14,7392.65,7480.14,4867829760,127573690458
"May 24, 2018",7561.12,7738.6,7331.14,7587.34,6049220096,129385391552
"May 23, 2018",8037.08,8054.66,7507.88,7557.82,6491120128,128868479514
"May 22, 2018",8419.87,8423.25,8004.58,8041.78,5137010176,137104106176
"May 21, 2018",8522.33,8557.52,8365.12,8418.99,5154990080,143518943480
"May 20, 2018",8246.99,8562.41,8205.24,8513.25,5191059968,145109512565
"May 19, 2018",8255.73,8372.06,8183.35,8247.18,4712399872,140559162894
"May 18, 2018",8091.83,8274.12,7974.82,8250.97,5764190208,140607667610
"May 17, 2018",8370.05,8445.54,8054.12,8094.32,5862530048,137923772714
"May 16, 2018",8504.41,8508.43,8175.49,8368.83,6760220160,142587497878
"May 15, 2018",8705.19,8836.19,8456.45,8510.38,6705710080,144979744412
"May 14, 2018",8713.1,8881.12,8367.97,8716.79,7364149760,148480275422
"May 13, 2018",8515.49,8773.55,8395.12,8723.94,5866379776,148587777457
"May 12, 2018",8441.44,8664.86,8223.5,8504.89,6821380096,144841040789
"May 11, 2018",9052.96,9052.96,8394.46,8441.49,8488520192,143743802092
"May 10, 2018",9325.96,9396.04,9040.52,9043.94,6906699776,153988453198
"May 09, 2018",9223.73,9374.76,9031.62,9325.18,7226890240,158758858205
"May 08, 2018",9380.87,9462.75,9127.77,9234.82,7415869952,157202142973
"May 07, 2018",9645.67,9665.85,9231.53,9373.01,7394019840,159538115686
"May 06, 2018",9845.31,9940.14,9465.25,9654.8,7222280192,164316605278
"May 05, 2018",9700.28,9964.5,9695.12,9858.15,7651939840,167759953654
"May 04, 2018",9695.5,9779.2,9585.96,9700.76,8217829888,165062796742
"May 03, 2018",9233.97,9798.33,9188.15,9743.86,10207299584,165778380092
"May 02, 2018",9104.6,9256.52,9015.14,9235.92,7558159872,157119854754
"May 01, 2018",9251.47,9255.88,8891.05,9119.01,7713019904,155114132125
"Apr 30, 2018",9426.11,9477.14,9166.81,9240.55,8673920000,157163847314
"Apr 29, 2018",9346.41,9531.49,9193.71,9419.08,8853000192,160182287342
"Apr 28, 2018",8939.27,9412.09,8931.99,9348.48,7805479936,158963068374
"Apr 27, 2018",9290.63,9375.47,8987.05,8987.05,7566289920,152802874822
"Apr 26, 2018",8867.32,9281.51,8727.09,9281.51,8970559488,157793327246
"Apr 25, 2018",9701.03,9745.32,8799.84,8845.74,11083100160,150369282696
"Apr 24, 2018",8934.34,9732.61,8927.83,9697.5,10678800384,164833256250
"Apr 23, 2018",8794.39,8958.55,8788.81,8930.88,6925190144,151784994312
"Apr 22, 2018",8925.06,9001.64,8779.61,8802.46,6629899776,149585589886
"Apr 21, 2018",8848.79,8997.57,8652.15,8895.58,7548550144,151150137128
"Apr 20, 2018",8286.88,8880.23,8244.54,8845.83,8438110208,150287113368
"Apr 19, 2018",8159.27,8298.69,8138.78,8294.31,7063209984,140902801023
"Apr 18, 2018",7944.43,8197.8,7886.01,8163.42,6529909760,138661092884
"Apr 17, 2018",8071.66,8285.96,7881.72,7902.09,6900879872,134206623206
"Apr 16, 2018",8337.57,8371.15,7925.73,8058.67,5631309824,136849408643
"Apr 15, 2018",7999.33,8338.42,7999.33,8329.11,5244480000,141427138383
"Apr 14, 2018",7874.67,8140.71,7846,7986.24,5191430144,135589384440
"Apr 13, 2018",7901.09,8183.96,7758.93,7895.96,7764460032,134043001354
"Apr 12, 2018",6955.38,7899.23,6806.51,7889.25,8906250240,133912618634
"Apr 11, 2018",6843.47,6968.32,6817.59,6968.32,4641889792,118267198080
"Apr 10, 2018",6795.44,6872.41,6704.15,6834.76,4272750080,115978358964
"Apr 09, 2018",7044.32,7178.11,6661.99,6770.73,4894060032,114886335694
"Apr 08, 2018",6919.98,7111.56,6919.98,7023.52,3652499968,119162880482
"Apr 07, 2018",6630.51,7050.54,6630.51,6911.09,3976610048,117241368688
"Apr 06, 2018",6815.96,6857.49,6575,6636.32,3766810112,112565173568
"Apr 05, 2018",6848.65,6933.82,6644.8,6811.47,5639320064,115524404354
"Apr 04, 2018",7456.41,7469.88,6803.88,6853.84,4936000000,116229557118
"Apr 03, 2018",7102.26,7530.94,7072.49,7456.11,5499700224,126429245883
"Apr 02, 2018",6844.86,7135.47,6816.58,7083.8,4333440000,120101932910
"Apr 01, 2018",7003.06,7060.95,6526.87,6844.23,4532100096,116026809075
"Mar 31, 2018",6892.48,7207.85,6863.52,6973.53,4553269760,118204645927
"Mar 30, 2018",7171.45,7276.66,6683.93,6890.52,6289509888,116786562165
"Mar 29, 2018",7979.07,7994.33,7081.38,7165.7,6361229824,121436043045
"Mar 28, 2018",7836.83,8122.89,7809.17,7954.48,4935289856,134788265876
"Mar 27, 2018",8200,8232.78,7797.28,7833.04,5378250240,132717053150
"Mar 26, 2018",8498.47,8530.08,7921.43,8209.4,5921039872,139078211968
"Mar 25, 2018",8612.81,8682.01,8449.1,8495.78,4569880064,143914265310
"Mar 24, 2018",8901.95,8996.18,8665.7,8668.12,5664600064,146818882936
"Mar 23, 2018",8736.25,8879.62,8360.62,8879.62,5954120192,150383574951
"Mar 22, 2018",8939.44,9100.71,8564.9,8728.47,5530390016,147809220250
"Mar 21, 2018",8937.48,9177.37,8846.33,8929.28,6043129856,151193917440
"Mar 20, 2018",8619.67,9051.02,8389.89,8913.47,6361789952,150909503835
"Mar 19, 2018",8344.12,8675.87,8182.4,8630.65,6729110016,146107514353
"Mar 18, 2018",7890.52,8245.51,7397.99,8223.68,6639190016,139201713268
"Mar 17, 2018",8321.91,8346.53,7812.82,7916.88,4426149888,133993486925
"Mar 16, 2018",8322.91,8585.15,8005.31,8338.35,5289379840,141111773179
"Mar 15, 2018",8290.76,8428.35,7783.05,8300.86,6834429952,140460819364
"Mar 14, 2018",9214.65,9355.85,8068.59,8269.81,6438230016,139920843550
"Mar 13, 2018",9173.04,9470.38,8958.19,9194.85,5991139840,155555594312
"Mar 12, 2018",9602.93,9937.5,8956.43,9205.12,6457399808,155710928717
"Mar 11, 2018",8852.78,9711.89,8607.12,9578.63,6296370176,162009710243
"Mar 10, 2018",9350.59,9531.32,8828.47,8866,5386319872,149939797150
